;question	answer	card_export_column__field_a	card_export_column__field_b	card_export_column__field_c	tags	c_Added	c_LatestReview	c_Due	c_Interval_in_Days	c_Ease	c_Reviews	c_Lapses	c_CardType	c_NoteType	c_Deck	c_NoteID	c_CardID	allrevs
;問題	答案
高譚清論	即「高談闊論」。見「高談闊論」條。01.《東觀漢記．卷一八．趙勤列傳》：「到葉見霸，不問縣事，但高譚清論，以激勵之，霸即解印綬去，勤還入新野界。」（源）
通時達變	猶「通權達變」。見「通權達變」條。01.《東周列國志》第一○一回：「客新有從山東來者，曰蔡澤，其人有王伯之才，通時達變，足以寄秦國之政。」
蕭牆禍起	猶「禍起蕭牆」。見「禍起蕭牆」條。01.唐．皮日休〈祝瘧癘文〉：「蕭牆禍起，帝座蒙塵。」02.《三國演義》第八○回：「陛下若不從眾議，恐旦夕蕭牆禍起。」
萍水相遭	猶「萍水相逢」。見「萍水相逢」條。01.明．陸采《明珠記》第二五齣：「天呵！果然是萍水相遭。」
高枕勿憂	即「高枕無憂」。見「高枕無憂」條。01.《四遊記．南遊記．第九回》：「陛下高枕勿憂，決無反情。華光須在中界，亦有功於陛下。」
萍水相遇	猶「萍水相逢」。見「萍水相逢」條。01.《二十年目睹之怪現狀》第三九回：「我與足下未遇之先，已受先施之惠，及至萍水相遇，怎好為我破格？」
夢裡南柯	夢中的南柯，比喻虛無不可靠的事物。見「南柯一夢」條。01.元．王實甫《西廂記．第二本．第三折》：「他其實嚥不下玉液金波。誰承望月底西廂，變做了夢裡南柯。」
接應不暇	即「應接不暇」。見「應接不暇」條。01.《鏡花緣》第八五回：「大家飛了若干句子，惟華芝姐姐這句才歸到今日酒令本題，借此點明，卻是不可少的，但普席又要吃酒，未免令人接應不暇了。」
推誠布信	猶「開誠布公」。見「開誠布公」條。01.《魏書．卷七○．劉藻列傳》：「時北地諸羌數萬家，恃險作亂……朝廷患之，以藻為北地太守。藻推誠布信，諸羌咸來歸附。」02.《周書．卷三○．于翼列傳》：「翼又推誠布信，事存寬簡，夷夏感悅，比之大小馮君焉。」
推誠置腹	猶「推心置腹」。見「推心置腹」條。
排患解紛	猶「排難解紛」。見「排難解紛」條。01.清．吳偉業〈柳敬亭傳〉：「其善用權譎，為人排患解紛率類此。」
釁起蕭牆	即「禍起蕭牆」。見「禍起蕭牆」條。01.北周．庾信〈周大將軍司馬裔碑〉：「時值亂離，釁起蕭牆，遂終非命。」02.《宋書．卷六九．范曄列傳》：「而比年以來，姦豎亂政，刑罰乖淫，陰陽違舛，致使釁起蕭牆，危禍萃集。」
高枕無虞	虞，憂慮。「高枕無虞」即「高枕無憂」。見「高枕無憂」條。01.唐．陸贄〈請減京東水運收腳價於緣邊州鎮儲蓄軍糧事宜狀〉：「護甿庶，蕃畜牧，闢田疇，天子唯務擇人而任之，則高枕無虞矣。」
逸以待勞	即「以逸待勞」。見「以逸待勞」條。01.宋．陳師道〈擬御試武舉策〉：「逸以待勞，久以待變，亡費而有備，可謂善矣。」02.明．盧象昇〈遵旨照款再奏疏〉：「蓋以塞馬如風，苗頭雖見於西，未必不折而東，我須逸以待勞，靜以制動，萬不可為其所誘，顧彼失此。」
釁發蕭牆	釁，嫌隙、爭端。「釁發蕭牆」即「禍起蕭牆」。見「禍起蕭牆」條。01.《後漢書．卷五八．虞傅蓋臧列傳．傅燮》：「此皆釁發蕭牆，而禍延四海者也。」
掩耳偷鈴	即「掩耳盜鈴」。見「掩耳盜鈴」條。
偃旗臥鼓	猶「偃旗息鼓」。見「偃旗息鼓」條。01.《梁書．卷四五．王僧辯列傳》：「及賊前鋒次江口，僧辯乃分命眾軍，乘城固守，偃旗臥鼓，安若無人。」
欲蓋而彰	猶「欲蓋彌彰」。見「欲蓋彌彰」條。
黃袍加體	即「黃袍加身」。見「黃袍加身」條。01.《精忠岳傳》第一回：「五代干戈未肯休，黃袍加體始無憂；那知南渡偏安主，不用忠良萬姓愁。」
得寸思尺	猶「得寸進尺」。見「得寸進尺」條。01.《清史稿．卷一二三．食貨志四》：「小民惟利是圖，往往得寸思尺。」
惜香憐玉	即「憐香惜玉」。見「憐香惜玉」條。01.元．無名氏〈端正好．常想著狎粉席綺羅香套．小梁州〉曲：「惜香憐玉那情忺，端的是心無厭，錦帳內效鶼鶼。」
驚弦之鳥	猶「驚弓之鳥」。見「驚弓之鳥」條。01.《穀梁傳．成公二年》楊士勛．疏：「敗軍之將不可以語勇，驚弦之鳥不可以應弓。」
望風而靡	猶「望風披靡」。見「望風披靡」條。01.《漢書．卷六○．杜周傳》：「天下莫不望風而靡，自尚書近臣皆結舌杜口，骨肉親屬莫不股栗。」02.明．邵璨《香囊記》第二○齣：「將士望風而靡，三四十萬軍馬，不剩得一二千。」
情孚意合	猶「情投意合」。見「情投意合」條。01.《水滸傳》第二五回：「我如今卻和你眷戀日久，情孚意合，卻不恁地理會。」02.《初刻拍案驚奇》卷二九：「小生與羅氏女同年月日所生，自幼羅家即送在家下讀書，又係同窗，情孚意合，私立盟書，誓同偕老。」
深惡痛嫉	嫉，恨。「深惡痛嫉」猶「深惡痛絕」。見「深惡痛絕」條。01.《野叟曝言》第三八回：「汝弟生平所深惡痛嫉者，是異端惑世，宦寺擅權；私居咄咄，常形悲嘆。」
深謀遠猷	猷，謀。「深謀遠猷」即「深謀遠慮」。見「深謀遠慮」條。01.《晉書．卷六．元帝紀》：「陛下明並日月，無幽不燭，深謀遠猷，出自胸懷。」
深謀遠略	猶「深謀遠慮」。見「深謀遠慮」條。01.《晉書．卷五九．趙王倫列傳》：「所共立事者，皆邪佞之徒，惟競榮利，無深謀遠略。」02.明．無名氏《吳起敵秦》第二折：「賢士，小官在公子前，舉薦賢士文武英才，深謀遠略。」
禍興蕭牆	即「禍起蕭牆」。見「禍起蕭牆」條。01.唐．鮑溶〈長城〉詩：「禍興蕭牆內，萬里防禍根。」
禍稔蕭牆	稔，發生。「禍稔蕭牆」即「禍起蕭牆」。見「禍起蕭牆」條。01.唐．劉蕡〈對賢良方正直言極諫策〉：「禍稔蕭牆，奸生帷幄，臣恐曹節侯覽，復生於今日矣。」
深圖遠慮	猶「深謀遠慮」。見「深謀遠慮」條。01.《玉函山房輯佚書續編》引漢．仲長統《仲長子昌言》：「又況婦人之愚，而望其遵巡正路，謙虛節儉，深圖遠慮，為國家校計者乎？」02.《三國志．卷四二．蜀書．杜周杜許孟來尹李譙郤傳．郤正》：「是以賢人君子，深圖遠慮，畏彼咎戾，超然高舉。」
隨波逐塵	猶「隨波逐流」。見「隨波逐流」條。01.明．高濂《玉簪記》第二九齣：「他是冰清玉潤，怎便肯隨波逐塵？」
禍首罪魁	即「罪魁禍首」。見「罪魁禍首」條。01.明．鄭若庸《玉玦記》第三一齣：「雖是虔婆殺我，娟奴是禍首罪魁，追了他去。」
殫心竭慮	竭盡心智思慮。見「殫精竭慮」條。01.《清史稿．卷三七○．宗室耆英列傳》：「二十六年，京察，以殫心竭慮坐鎮海疆，被議敘。」
禍發蕭牆	即「禍起蕭牆」。見「禍起蕭牆」條。01.《三國志．卷八．魏書．二公孫陶四張傳．公孫瓚》引漢．袁紹〈與公孫瓚書〉：「兵興州壤，禍發蕭牆，將以定霸，不亦難乎！」
殫精畢力	竭盡精神與力量。見「殫精竭慮」條。01.明．張居正〈示季子懋修書〉：「晝作夜思，殫精畢力，幸而藝成。」02.清．薛福成〈應詔陳言疏〉：「飭下海疆大吏，薦舉輪船將才，其尤異者不次拔擢，俾天下知功名之路，相率研求，殫精畢力，以備干城之用。」
清貧如洗	猶「一貧如洗」。見「一貧如洗」條。01.清．李心衡《金川瑣記．卷五．示夢託生》：「清貧如洗，無以為殮，龔為經理其喪，復佽助旅費，其家始得扶襯而歸。」
情不自堪	猶「情不自禁」。見「情不自禁」條。01.《太平廣記．卷四七五．淳于棼》引《異聞錄》：「生捧書悲咽，情不自堪。」
欺世釣譽	猶「欺世盜名」。見「欺世盜名」條。01.《元史．卷一九九．隱逸列傳．序》：「世主亦苟取其名而強起之，及考其實，不如所聞，則曰『是欺世釣譽者也』，上下豈不兩失也哉！」
斯文委地	委，丟棄。「斯文委地」猶「斯文掃地」。見「斯文掃地」條。01.宋．胡仔《苕溪漁隱叢話．前集．卷六．杜少陵一》：「由杜子美以來，四百餘年，斯文委地。」
超類絕倫	猶「超群絕倫」。見「超群絕倫」條。01.明．李贄〈答耿司寇書〉：「故使克明即不中舉，即不中進士，即不作大官，亦當為天地間有數奇品，超類絕倫，而可以公眼前蹊逕限之與？」
朝四暮三	即「朝三暮四」。見「朝三暮四」條。01. 宋．黃庭堅〈再答明略〉詩二首之二：「使年七十今中半，安能朝四暮三浪憂喜。」02.宋．陸九淵《象山先生全集．卷一．書．與侄孫濬》：「比有一輩，沉吟堅忍以師心，婉孌夸毗以媚世，朝四暮三以悅眾狙，尤可惡也。」
殫精畢思	猶「殫精竭慮」。見「殫精竭慮」條。01.《清史稿．卷二三二．寧完我列傳》：「臣敢不殫精畢思，用效駑鈍。」
掣襟肘見	掣，牽動。「掣襟肘見」猶「捉襟見肘」。見「捉襟見肘」條。01.《明史．卷二二○．劉應節列傳》：「徵兵如弈棋，請餉如乞糴，操練如摶沙，教戰如談虎。邊長兵寡，掣襟肘見。」
銳未可當	猶「銳不可當」。見「銳不可當」條。
皓齒星眸	「星」亦明亮之意。「皓齒星眸」猶「明眸皓齒」。見「明眸皓齒」條。01.元．馬致遠《漢宮秋》第二折：「守著那皓齒星眸，爭忍的虛白晝。」
循循誘人	猶「循循善誘」。見「循循善誘」條。01.《楊家將演義》第一回：「壯年勵志苦學，屢科不第，遂隱教授，循循誘人。」
短兵接戰	即「短兵相接」。見「短兵相接」條。01.《史記．卷七．項羽本紀》：「（項羽）乃令騎皆下馬步行，持短兵接戰。」02.《三國志．卷一八．魏書．二李臧文呂許典二龐閻傳．典韋》：「韋被數十創，短兵接戰，賊前搏之。」
循次而進	即「循序漸進」。見「循序漸進」條。01.唐．韓愈〈答竇秀才書〉：「操數寸之管，書盈尺之紙，高可以釣爵位，循次而進，亦不失萬一於甲科。」（源）02.宋．司馬光〈辭知制誥第一狀〉：「曏者辭免修起居注，非謂不能記錄言動，正恐循次而進，典掌誥命，取嗤四方，為國大辱。」
遺臭千年	猶「遺臭萬年」。見「遺臭萬年」條。01.明．邵璨《香囊記》第三六齣：「豈不聞李氏斷臂，清風滿耳如生；文君夜奔，遺臭千年未泯。」
遺臭萬代	猶「遺臭萬年」。見「遺臭萬年」條。01.唐．高適〈後漢賊臣董卓廟議〉：「母妻屠戮，種族無留，懸首燃臍，遺臭萬代。」02.宋．劉克莊〈祭鄭伯昌吏部文〉：「自頃以來，魁柄屢移，士喪所守，翕翕和隨，邢楊反覆，王呂合離，遺臭萬代，取快一時。」
緩步代車	猶「安步當車」。見「安步當車」條。01.《北史．卷八二．儒林列傳下．劉炫》：「翫文史以怡神，閱魚鳥以散慮，觀省野物，登臨園沼，緩步代車，無事為貴。」
感激流涕	猶「感激涕零」。見「感激涕零」條。01.唐．劉禹錫〈唐故監察御史贈尚書右僕射王公神道碑〉：「嘗閱詩至蓼莪篇，感激流涕。」02.宋．孔平仲《續世說．卷一．李光顏》：「堂下兵士數萬，皆感激流涕。」
感激涕泗	涕泗，涕與泗同義，此處作動詞，指流淚。「感激涕泗」猶「感激涕零」。見「感激涕零」條。01.《新唐書．卷九八．薛收列傳》：「命輿疾至府，親舉袂撫之，論敘生平，感激涕泗。」
暗箭中人	即「暗箭傷人」。見「暗箭傷人」條。01.宋．劉炎《邇言》卷六：「暗箭中人，其深次骨，人之怨之亦必次骨，以其掩人所不備也。」（源）
置之高閣	猶「束之高閣」。見「束之高閣」條。01.《西遊補》第一五回：「行者在山凹裡，見師父果然做了將軍，取經一事，置之高閣，心中大亂，無可奈何。」02.清．鄭觀應《盛世危言．卷六．練兵上》：「縱有黃帝握奇、太公陰符、孫吳心法、諸葛八陣，或置之高閣，或視為陳言。」
路無拾遺	即「路不拾遺」。見「路不拾遺」條。01.《孔子家語．卷一．相魯》：「長幼異食，強弱異任，男女別塗，路無拾遺，器不雕偽。」02.明．徐元《八義記》第一五齣：「今夕拜告神祗，願滿朝文武，各依官職，讒言不入，軍民路無拾遺。」
愁眉苦眼	猶「愁眉苦臉」。見「愁眉苦臉」條。01.《兒女英雄傳》第四○回：「老爺勉強坐下……只擎著杯酒，愁眉苦眼，一言不發的在坐上發愣。」
愁顏不展	猶「愁眉不展」。見「愁眉不展」條。01.明．沈采《千金記》第三齣：「奈我丈夫每日只是攻文習武，衣食艱苦，頗覺失望，以此愁顏不展。」
愁眉苦目	猶「愁眉苦臉」。見「愁眉苦臉」條。01.《二十年目睹之怪現狀》第一○二回：「只見一個人在那裡和亮臣說話，不住的噯聲歎氣，滿臉的愁眉苦目。」
辭嚴氣正	措詞嚴肅，語氣剛正。見「義正辭嚴」條。01.《宋史．卷三三一．孫長卿等列傳》：「論曰：『……建中雅量卻敵，辭嚴氣正，尤為奇偉。』」
觸類而長	據所得加以推演擴大。「觸類」之源見「觸類旁通」條。01.《易經．繫辭上》：「八卦而小成，引而伸之，觸類而長之，天下之能事畢矣。」
